Japan, Death rates (period 1x1), 	Last modified: 02 Apr 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1948          70             0.045491        0.063456        0.053212
  1948          71             0.052362        0.070779        0.060187
  1948          72             0.055899        0.076750        0.064625
  1948          73             0.061019        0.080566        0.069062
  1948          74             0.066929        0.090767        0.076561
  1948          75             0.072298        0.092357        0.080291
  1948          76             0.078723        0.099173        0.086783
  1948          77             0.085789        0.109870        0.095119
  1948          78             0.096553        0.122937        0.106500
  1948          79             0.109211        0.133968        0.118341
  1948          80             0.117950        0.146603        0.128319
  1948          81             0.126323        0.156828        0.137066
  1948          82             0.137821        0.165668        0.147318
  1948          83             0.152886        0.184770        0.163506
  1948          84             0.175407        0.195779        0.182146
  1948          85             0.175310        0.204472        0.184655
  1948          86             0.199502        0.240337        0.212057
  1948          87             0.208349        0.242034        0.218598
  1948          88             0.233264        0.251709        0.238762
  1948          89             0.262542        0.302659        0.274463
  1948          90             0.265869        0.302893        0.276747
  1948          91             0.273969        0.328764        0.289484
  1948          92             0.313100        0.334463        0.318751
  1948          93             0.315891        0.333061        0.320360
  1948          94             0.347648        0.336509        0.344695
  1948          95             0.418414        0.354943        0.400431
  1948          96             0.347763        0.440931        0.372740
  1948          97             0.491961        0.238635        0.421090
  1948          98             0.356511        0.384057        0.364652
  1948          99             0.492446        0.541723        0.507010
  1948         100             0.440000        0.483871        0.452830
  1948         101             0.216867        0.444444        0.272727
  1948         102             0.327273        0.000000        0.246575
  1948         103             0.562500        0.545455        0.558140
  1948         104             0.000000        6.000000        0.315789
  1948         105             0.600000        0.000000        0.461538
  1948         106             0.000000        6.000000        0.857143
  1948         107             1.200000        1.200000        1.200000
  1948         108             0.000000        0.000000        0.000000
  1948         109             0.000000              .        0.000000
  1948         110+            0.580645        0.000000        0.486486
  1949           0             0.061409        0.069691        0.065643
  1949           1             0.018420        0.018441        0.018431
  1949           2             0.010786        0.011147        0.010970
  1949           3             0.007049        0.007490        0.007274
  1949           4             0.004895        0.005069        0.004983
  1949           5             0.003384        0.003648        0.003518
  1949           6             0.002497        0.002788        0.002644
  1949           7             0.001865        0.002135        0.002002
  1949           8             0.001616        0.001761        0.001690
  1949           9             0.001350        0.001513        0.001432
  1949          10             0.001274        0.001352        0.001313
  1949          11             0.001269        0.001273        0.001271
  1949          12             0.001314        0.001251        0.001282
  1949          13             0.001334        0.001294        0.001314
  1949          14             0.001631        0.001401        0.001515
  1949          15             0.001987        0.001663        0.001824
  1949          16             0.002567        0.002211        0.002388
  1949          17             0.003144        0.002911        0.003027
  1949          18             0.003586        0.003491        0.003538
  1949          19             0.004205        0.004417        0.004311
  1949          20             0.004697        0.005264        0.004979
  1949          21             0.005486        0.005790        0.005637
  1949          22             0.005896        0.006507        0.006198
  1949          23             0.006036        0.006792        0.006405
  1949          24             0.006165        0.007155        0.006637
  1949          25             0.006310        0.007130        0.006688
  1949          26             0.006160        0.007028        0.006544
  1949          27             0.005950        0.006790        0.006315
  1949          28             0.006178        0.006779        0.006439
  1949          29             0.005566        0.006746        0.006086
  1949          30             0.005769        0.006447        0.006073
  1949          31             0.005678        0.006446        0.006026
  1949          32             0.005716        0.006292        0.005980
  1949          33             0.005559        0.006419        0.005955
  1949          34             0.005622        0.006545        0.006050
  1949          35             0.005641        0.006651        0.006113
  1949          36             0.005816        0.006669        0.006215
  1949          37             0.005919        0.006801        0.006333
  1949          38             0.005699        0.006943        0.006290
  1949          39             0.006129        0.007161        0.006624
  1949          40             0.006120        0.007226        0.006654
  1949          41             0.006530        0.007690        0.007098
  1949          42             0.006422        0.007683        0.007049
  1949          43             0.006628        0.008356        0.007494
  1949          44             0.006706        0.008650        0.007680
  1949          45             0.007045        0.008906        0.007982
  1949          46             0.007280        0.009486        0.008393
  1949          47             0.007649        0.010353        0.009017
  1949          48             0.008273        0.010462        0.009382
  1949          49             0.008574        0.011437        0.010026
  1949          50             0.009237        0.011988        0.010635
  1949          51             0.009954        0.013616        0.011817
  1949          52             0.010205        0.013658        0.011961
  1949          53             0.011596        0.015307        0.013479
  1949          54             0.011919        0.016599        0.014289
  1949          55             0.012632        0.018134        0.015412
  1949          56             0.013548        0.019269        0.016428
  1949          57             0.014687        0.020725        0.017707
  1949          58             0.016113        0.023405        0.019724
  1949          59             0.016895        0.025612        0.021178
  1949          60             0.019332        0.027310        0.023233
  1949          61             0.019426        0.029290        0.024218
  1949          62             0.023046        0.034054        0.028314
  1949          63             0.024609        0.036563        0.030243
  1949          64             0.027026        0.039455        0.032796
  1949          65             0.028875        0.042352        0.035023
  1949          66             0.032051        0.047329        0.038921
  1949          67             0.034221        0.051685        0.042015
  1949          68             0.038451        0.056577        0.046479
  1949          69             0.041455        0.058755        0.049018
  1949          70             0.045405        0.063981        0.053411
  1949          71             0.048843        0.069405        0.057591
  1949          72             0.056171        0.076489        0.064693
  1949          73             0.062234        0.081999        0.070413
  1949          74             0.065645        0.089224        0.075235
  1949          75             0.072492        0.097891        0.082630
  1949          76             0.079209        0.100395        0.087546
  1949          77             0.086136        0.110976        0.095809
  1949          78             0.092564        0.114095        0.100775
  1949          79             0.106222        0.135654        0.117118
  1949          80             0.116913        0.145452        0.127245
  1949          81             0.129586        0.164055        0.141810
  1949          82             0.143405        0.166543        0.151398
  1949          83             0.152275        0.190052        0.164916
  1949          84             0.169115        0.197796        0.178471
  1949          85             0.192269        0.227772        0.203762
  1949          86             0.198193        0.234777        0.209626
  1949          87             0.218441        0.252539        0.228665
  1949          88             0.239083        0.290059        0.254317
  1949          89             0.269199        0.304225        0.279388
  1949          90             0.260901        0.337498        0.282930
  1949          91             0.294672        0.353235        0.311295
  1949          92             0.339861        0.340487        0.340032
  1949          93             0.351401        0.390043        0.361379
  1949          94             0.354907        0.380140        0.361361
  1949          95             0.377376        0.461166        0.400366
  1949          96             0.366798        0.425936        0.382968
  1949          97             0.444300        0.593358        0.483685
  1949          98             0.508671        0.317139        0.450384
  1949          99             0.403670        0.392157        0.400000
  1949         100             0.512563        0.518519        0.514286
  1949         101             0.568421        0.285714        0.481752
  1949         102             0.470588        0.000000        0.333333
  1949         103             0.315789        1.500000        0.600000
  1949         104             0.521739        0.000000        0.413793
  1949         105             0.000000              .        0.000000
  1949         106             0.857143              .        0.857143
  1949         107             0.000000              .        0.000000
  1949         108             0.000000        3.000000        1.200000
  1949         109             0.000000              .        0.000000
  1949         110+            0.240000        0.000000        0.193548
  1950           0             0.054735        0.062229        0.058562
  1950           1             0.014699        0.014408        0.014550
  1950           2             0.009730        0.009955        0.009845
  1950           3             0.007076        0.007180        0.007129
  1950           4             0.004649        0.004662        0.004656
  1950           5             0.003298        0.003322        0.003310
  1950           6             0.002209        0.002609        0.002412
  1950           7             0.001750        0.002132        0.001943
  1950           8             0.001448        0.001686        0.001569
  1950           9             0.001298        0.001430        0.001365
  1950          10             0.001142        0.001252        0.001198
  1950          11             0.001140        0.001142        0.001141
  1950          12             0.001146        0.001129        0.001137
  1950          13             0.001210        0.001094        0.001152
  1950          14             0.001398        0.001166        0.001280
  1950          15             0.001668        0.001468        0.001567
  1950          16             0.002090        0.001818        0.001953
  1950          17             0.002451        0.002561        0.002506
  1950          18             0.003036        0.003052        0.003044
  1950          19             0.003332        0.003617        0.003475
  1950          20             0.003633        0.004139        0.003886
  1950          21             0.004197        0.004653        0.004424
  1950          22             0.004649        0.005004        0.004825
  1950          23             0.004893        0.005233        0.005061
  1950          24             0.005016        0.005733        0.005366
  1950          25             0.004956        0.005804        0.005361
  1950          26             0.005232        0.005890        0.005536
  1950          27             0.005116        0.005636        0.005347
  1950          28             0.005203        0.005604        0.005378
  1950          29             0.005054        0.005888        0.005418
  1950          30             0.004947        0.005503        0.005193
  1950          31             0.004891        0.005160        0.005012
  1950          32             0.004902        0.005411        0.005133
  1950          33             0.004963        0.005378        0.005153
  1950          34             0.005028        0.005542        0.005265
  1950          35             0.005162        0.005724        0.005423
  1950          36             0.005188        0.005805        0.005477
  1950          37             0.005165        0.006036        0.005574
  1950          38             0.005386        0.006071        0.005708
  1950          39             0.005671        0.006544        0.006086
  1950          40             0.005764        0.006517        0.006126
  1950          41             0.005854        0.006924        0.006372
  1950          42             0.006257        0.007195        0.006716
  1950          43             0.005952        0.007502        0.006722
  1950          44             0.006366        0.008028        0.007198
  1950          45             0.006999        0.008528        0.007764
  1950          46             0.006993        0.008643        0.007823
  1950          47             0.007362        0.009501        0.008440
  1950          48             0.007956        0.010148        0.009063
  1950          49             0.008305        0.011196        0.009767
  1950          50             0.008909        0.011656        0.010301
  1950          51             0.009407        0.012289        0.010871
  1950          52             0.010711        0.014086        0.012425
  1950          53             0.010633        0.014377        0.012531
  1950          54             0.011976        0.016259        0.014141
  1950          55             0.012077        0.017815        0.014972
  1950          56             0.013457        0.019286        0.016394
  1950          57             0.014902        0.020824        0.017874
  1950          58             0.016046        0.023671        0.019842
  1950          59             0.016333        0.024446        0.020330
  1950          60             0.018392        0.027164        0.022678
  1950          61             0.020373        0.029084        0.024613
  1950          62             0.021020        0.031074        0.025879
  1950          63             0.025792        0.035975        0.030630
  1950          64             0.027163        0.039109        0.032751
  1950          65             0.029189        0.043970        0.036001
  1950          66             0.033027        0.047650        0.039649
  1950          67             0.035830        0.051380        0.042763
  1950          68             0.038826        0.056850        0.046807
  1950          69             0.043930        0.063002        0.052309
  1950          70             0.045696        0.066258        0.054601
  1950          71             0.051915        0.074115        0.061391
  1950          72             0.056514        0.080094        0.066419
  1950          73             0.063046        0.087218        0.073053
  1950          74             0.070492        0.094962        0.080485
  1950          75             0.076432        0.101246        0.086389
  1950          76             0.083852        0.110820        0.094474
  1950          77             0.089025        0.119975        0.101032
  1950          78             0.099768        0.127700        0.110473
  1950          79             0.104687        0.137691        0.117066
  1950          80             0.125413        0.156894        0.136764
  1950          81             0.134893        0.170309        0.147459
  1950          82             0.151835        0.189899        0.165039
  1950          83             0.161756        0.205212        0.176416
  1950          84             0.181045        0.211197        0.190926
  1950          85             0.195930        0.236045        0.208698
  1950          86             0.217224        0.273838        0.235062
  1950          87             0.236228        0.264038        0.244642
  1950          88             0.258665        0.292176        0.268488
  1950          89             0.266575        0.345476        0.289257
  1950          90             0.308781        0.356538        0.322176
  1950          91             0.325179        0.382005        0.340822
  1950          92             0.367898        0.439923        0.387946
  1950          93             0.351328        0.390628        0.361568
  1950          94             0.409828        0.526318        0.438718
  1950          95             0.386290        0.457454        0.403538
  1950          96             0.404613        0.603042        0.455358
  1950          97             0.506819        0.441190        0.490081
  1950          98             0.444182        0.670232        0.501365
  1950          99             0.637874        0.557143        0.612245
  1950         100             0.623762        0.428571        0.560000
  1950         101             0.403361        0.491803        0.433333
  1950         102             0.413793        0.571429        0.455696
  1950         103             0.342857        0.000000        0.272727
  1950         104             0.461538        0.857143        0.545455
  1950         105             0.000000        1.500000        0.240000
  1950         106             0.000000              .        0.000000
  1950         107             0.000000              .        0.000000
  1950         108             0.000000              .        0.000000
  1950         109             0.000000              .        0.000000
  1950         110+            0.666667        0.000000        0.500000
  1951           0             0.052075        0.059523        0.055880
  1951           1             0.012877        0.012974        0.012927
  1951           2             0.009295        0.009364        0.009330
  1951           3             0.006860        0.007068        0.006966
  1951           4             0.004626        0.004785        0.004707
  1951           5             0.002943        0.003057        0.003001
  1951           6             0.002145        0.002247        0.002197
  1951           7             0.001589        0.001796        0.001693
  1951           8             0.001251        0.001520        0.001387
  1951           9             0.001055        0.001228        0.001143
  1951          10             0.001000        0.001138        0.001070
  1951          11             0.000904        0.000963        0.000934
  1951          12             0.001009        0.000957        0.000983
  1951          13             0.001062        0.000974        0.001018
  1951          14             0.001180        0.001078        0.001128
  1951          15             0.001266        0.001250        0.001258
  1951          16             0.001614        0.001603        0.001608
  1951          17             0.001772        0.001924        0.001849
  1951          18             0.002225        0.002324        0.002275
  1951          19             0.002603        0.002987        0.002796
  1951          20             0.002840        0.003050        0.002945
  1951          21             0.002931        0.003420        0.003175
  1951          22             0.003270        0.003740        0.003504
  1951          23             0.003638        0.004047        0.003841
  1951          24             0.003866        0.004213        0.004037
  1951          25             0.003810        0.004202        0.004001
  1951          26             0.003932        0.004443        0.004176
  1951          27             0.004164        0.004343        0.004247
  1951          28             0.004070        0.004306        0.004175
  1951          29             0.004016        0.004531        0.004242
  1951          30             0.004196        0.004586        0.004367
  1951          31             0.004016        0.004239        0.004114
  1951          32             0.004112        0.004283        0.004189
  1951          33             0.004170        0.004392        0.004271
  1951          34             0.004129        0.004353        0.004232
  1951          35             0.004282        0.004510        0.004387
  1951          36             0.004358        0.004773        0.004551
  1951          37             0.004493        0.004942        0.004703
  1951          38             0.004676        0.005078        0.004865
  1951          39             0.004924        0.005489        0.005190
  1951          40             0.004998        0.005548        0.005260
  1951          41             0.005114        0.006092        0.005584
  1951          42             0.005271        0.006361        0.005798
  1951          43             0.005604        0.006590        0.006086
  1951          44             0.005619        0.007242        0.006424
  1951          45             0.005989        0.007540        0.006764
  1951          46             0.006382        0.008228        0.007306
  1951          47             0.006980        0.008997        0.007994
  1951          48             0.007523        0.009570        0.008554
  1951          49             0.007989        0.010076        0.009042
  1951          50             0.008026        0.010803        0.009429
  1951          51             0.008415        0.011499        0.009976
  1951          52             0.009495        0.012402        0.010969
  1951          53             0.010481        0.014073        0.012301
  1951          54             0.010412        0.014885        0.012673
  1951          55             0.011759        0.016781        0.014288
  1951          56             0.012491        0.017923        0.015224
  1951          57             0.014037        0.019633        0.016850
  1951          58             0.015526        0.021980        0.018752
  1951          59             0.015660        0.022541        0.019070
  1951          60             0.017505        0.024821        0.021093
  1951          61             0.018855        0.028612        0.023597
  1951          62             0.020721        0.031086        0.025744
  1951          63             0.022175        0.032857        0.027310
  1951          64             0.026262        0.038424        0.032004
  1951          65             0.027976        0.041732        0.034363
  1951          66             0.030562        0.045391        0.037346
  1951          67             0.034478        0.048959        0.040983
  1951          68             0.037640        0.054643        0.045155
  1951          69             0.041660        0.061145        0.050204
  1951          70             0.046223        0.065170        0.054459
  1951          71             0.050135        0.070094        0.058679
  1951          72             0.055332        0.077179        0.064539
  1951          73             0.059630        0.082202        0.068977
  1951          74             0.066459        0.090890        0.076421
  1951          75             0.077876        0.098717        0.086269
  1951          76             0.081081        0.107220        0.091409
  1951          77             0.086784        0.115762        0.098006
  1951          78             0.095389        0.123284        0.106011
  1951          79             0.105877        0.130372        0.115095
  1951          80             0.116743        0.145543        0.127242
  1951          81             0.127915        0.161712        0.139866
  1951          82             0.141371        0.176473        0.153546
  1951          83             0.163412        0.193252        0.173498
  1951          84             0.178129        0.207220        0.187724
  1951          85             0.184145        0.225946        0.197497
  1951          86             0.210923        0.246107        0.221808
  1951          87             0.226371        0.261913        0.237217
  1951          88             0.234969        0.274978        0.246756
  1951          89             0.249226        0.301694        0.264052
  1951          90             0.266825        0.343290        0.287876
  1951          91             0.315469        0.362702        0.328002
  1951          92             0.344474        0.365628        0.350072
  1951          93             0.358355        0.395021        0.368102
  1951          94             0.419798        0.408489        0.417003
  1951          95             0.400840        0.461051        0.414752
  1951          96             0.402125        0.320388        0.383256
  1951          97             0.439764        0.527132        0.461245
  1951          98             0.644118        0.437768        0.591457
  1951          99             0.715116        0.508475        0.662338
  1951         100             0.376963        0.129032        0.295775
  1951         101             0.344262        0.370370        0.354680
  1951         102             0.394737        0.000000        0.267857
  1951         103             0.315789        0.352941        0.327273
  1951         104             0.521739        0.000000        0.461538
  1951         105             0.000000        3.000000        0.230769
  1951         106             0.705882              .        0.705882
  1951         107             0.545455              .        0.545455
  1951         108             3.000000              .        3.000000
  1951         109             0.000000              .        0.000000
  1951         110+            0.545455        1.500000        0.800000
  1952           0             0.045950        0.052721        0.049410
  1952           1             0.008848        0.008873        0.008861
  1952           2             0.007498        0.007403        0.007449
  1952           3             0.005578        0.005810        0.005696
  1952           4             0.003972        0.003880        0.003925
  1952           5             0.002548        0.002885        0.002720
  1952           6             0.001730        0.001848        0.001790
  1952           7             0.001327        0.001625        0.001478
  1952           8             0.001032        0.001343        0.001189
  1952           9             0.000908        0.001109        0.001010
  1952          10             0.000843        0.000989        0.000917
  1952          11             0.000806        0.000917        0.000862
  1952          12             0.000814        0.000893        0.000854
  1952          13             0.000848        0.000857        0.000852
  1952          14             0.000944        0.000966        0.000955
  1952          15             0.001020        0.001080        0.001050
  1952          16             0.001232        0.001351        0.001292
  1952          17             0.001473        0.001697        0.001586
  1952          18             0.001729        0.002057        0.001894
  1952          19             0.002045        0.002418        0.002233
  1952          20             0.002307        0.002770        0.002539
  1952          21             0.002451        0.002787        0.002619
  1952          22             0.002586        0.003009        0.002797
  1952          23             0.002902        0.003249        0.003075
  1952          24             0.002970        0.003382        0.003174
  1952          25             0.003067        0.003366        0.003214
  1952          26             0.003143        0.003440        0.003288
  1952          27             0.003137        0.003466        0.003295
  1952          28             0.003298        0.003611        0.003443
  1952          29             0.003248        0.003710        0.003454
  1952          30             0.003437        0.003461        0.003447
  1952          31             0.003464        0.003785        0.003604
  1952          32             0.003410        0.003626        0.003506
  1952          33             0.003497        0.003615        0.003550
  1952          34             0.003619        0.003972        0.003779
  1952          35             0.003701        0.003738        0.003718
  1952          36             0.003767        0.004017        0.003883
  1952          37             0.003978        0.004395        0.004173
  1952          38             0.003999        0.004162        0.004075
  1952          39             0.004194        0.004485        0.004331
  1952          40             0.004470        0.005109        0.004771
  1952          41             0.004678        0.005272        0.004961
  1952          42             0.004687        0.005600        0.005126
  1952          43             0.004887        0.006002        0.005427
  1952          44             0.004971        0.006533        0.005736
  1952          45             0.005321        0.006755        0.006032
  1952          46             0.005774        0.007180        0.006476
  1952          47             0.006132        0.008286        0.007209
  1952          48             0.006657        0.008754        0.007711
  1952          49             0.007175        0.009589        0.008389
  1952          50             0.007746        0.010284        0.009024
  1952          51             0.008351        0.010965        0.009670
  1952          52             0.008933        0.011680        0.010322
  1952          53             0.009374        0.013104        0.011263
  1952          54             0.010751        0.014183        0.012486
  1952          55             0.010742        0.015148        0.012963
  1952          56             0.012058        0.016606        0.014342
  1952          57             0.012721        0.018918        0.015831
  1952          58             0.015049        0.021340        0.018201
  1952          59             0.015479        0.023167        0.019308
  1952          60             0.015989        0.024327        0.020106
  1952          61             0.017540        0.025884        0.021617
  1952          62             0.020031        0.028640        0.024197
  1952          63             0.021856        0.033140        0.027299
  1952          64             0.023583        0.034302        0.028708
  1952          65             0.027720        0.040601        0.033763
  1952          66             0.029608        0.042745        0.035665
  1952          67             0.032019        0.048038        0.039290
  1952          68             0.036268        0.053115        0.043771
  1952          69             0.039438        0.058175        0.047633
