Age,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
60,0.013147,0.013256,0.011804,0.011462,0.011807,0.011069,0.010989,0.01073,0.009936,0.011391,0.011192,0.01082,0.01013,0.010245,0.010024,0.010109,0.010027,0.010772,0.011384,0.010264,0.009962,0.009675,0.011459,0.009841,0.01035,0.010529,0.010602,0.010798,0.01056,0.010465,0.010186,0.010475,0.010767,0.010272,0.009977,0.009762,0.009516,0.009608,0.008821,0.008504,0.00866,0.008518,0.008282
61,0.013562,0.014442,0.012734,0.013295,0.012344,0.012016,0.011909,0.011346,0.011622,0.011118,0.011376,0.012147,0.011633,0.011416,0.009982,0.011054,0.010833,0.010451,0.010922,0.010475,0.010816,0.011556,0.011303,0.011937,0.01146,0.011591,0.011428,0.012083,0.011769,0.011133,0.011635,0.011201,0.011075,0.011444,0.011499,0.010032,0.010181,0.010017,0.009579,0.009811,0.00909,0.008964,0.008666
62,0.015853,0.015877,0.014521,0.013795,0.013955,0.013388,0.013409,0.013239,0.012268,0.012873,0.012118,0.012645,0.012957,0.013272,0.011641,0.011702,0.01187,0.011441,0.011155,0.012354,0.011429,0.012413,0.012415,0.011692,0.013084,0.011773,0.012329,0.012677,0.013237,0.012673,0.012494,0.012602,0.01254,0.013174,0.012524,0.011778,0.011307,0.011042,0.01103,0.010436,0.01003,0.010384,0.009673
63,0.016423,0.017977,0.016035,0.015509,0.016035,0.015925,0.014317,0.014809,0.013948,0.014364,0.013388,0.014416,0.014426,0.014624,0.013107,0.013264,0.012907,0.013291,0.012296,0.013034,0.013642,0.013232,0.014042,0.013248,0.012714,0.014272,0.013424,0.014508,0.014054,0.01415,0.014078,0.014175,0.013153,0.013413,0.013306,0.01274,0.012147,0.011982,0.011961,0.011679,0.012069,0.011259,0.010809
64,0.019881,0.018591,0.016891,0.017404,0.017094,0.017178,0.01704,0.015302,0.016248,0.01577,0.01563,0.015486,0.015373,0.016441,0.01449,0.015077,0.014221,0.014665,0.014031,0.014257,0.014097,0.013456,0.014172,0.014898,0.014164,0.014508,0.016446,0.015484,0.015276,0.015378,0.014956,0.015509,0.015432,0.015029,0.014647,0.013979,0.014143,0.013794,0.013435,0.012785,0.012791,0.012646,0.011982
65,0.020337,0.021817,0.019643,0.019515,0.020237,0.019394,0.020145,0.018506,0.017186,0.017469,0.01731,0.018106,0.016405,0.017978,0.016559,0.016123,0.01623,0.01643,0.016095,0.01647,0.015453,0.014808,0.017466,0.015218,0.015741,0.015784,0.0164,0.018703,0.01722,0.017095,0.016717,0.016587,0.016851,0.016854,0.016134,0.015366,0.01538,0.014617,0.015142,0.014033,0.013966,0.014079,0.013135
66,0.024797,0.0229,0.022032,0.0214,0.021644,0.021561,0.02156,0.021045,0.01981,0.019717,0.020394,0.019159,0.019445,0.019634,0.017571,0.01835,0.01756,0.017793,0.017899,0.017564,0.017047,0.017036,0.018126,0.018208,0.016669,0.017558,0.018638,0.018233,0.020058,0.018598,0.018475,0.018775,0.018357,0.019171,0.018115,0.017676,0.016952,0.016785,0.01711,0.016696,0.015308,0.015351,0.014673
67,0.026155,0.027696,0.024234,0.024701,0.025629,0.024271,0.023835,0.023793,0.022716,0.02303,0.020784,0.023143,0.021842,0.021706,0.020544,0.019751,0.019825,0.02042,0.02042,0.019659,0.019799,0.019739,0.020165,0.019175,0.019587,0.01879,0.0207,0.021423,0.019772,0.023839,0.019998,0.020687,0.020999,0.02131,0.019482,0.019593,0.018663,0.01885,0.018344,0.017672,0.017292,0.016604,0.01594
68,0.029442,0.029921,0.027719,0.025939,0.027998,0.025338,0.026021,0.026586,0.024893,0.025583,0.025334,0.025616,0.024726,0.025335,0.023069,0.02222,0.022619,0.022451,0.022721,0.022553,0.023182,0.022503,0.022826,0.020831,0.021082,0.02258,0.020903,0.023673,0.022199,0.023071,0.024523,0.021782,0.02277,0.022994,0.022098,0.022475,0.021247,0.020497,0.019926,0.019684,0.018782,0.018689,0.01766
69,0.032917,0.034292,0.0301,0.030835,0.030726,0.030636,0.029717,0.029037,0.028811,0.029041,0.028236,0.029416,0.027647,0.029402,0.025303,0.025481,0.025354,0.02508,0.025395,0.0251,0.025561,0.024661,0.025679,0.023484,0.024362,0.023532,0.025733,0.025524,0.026132,0.025178,0.024099,0.028103,0.024847,0.026117,0.024508,0.024345,0.023125,0.02377,0.021801,0.021349,0.021303,0.020424,0.019999
70,0.035564,0.037033,0.033492,0.034135,0.035428,0.031579,0.034731,0.032064,0.032597,0.032968,0.032062,0.033038,0.032544,0.032216,0.029136,0.028816,0.028588,0.028642,0.028564,0.029552,0.029109,0.027648,0.028212,0.026907,0.026907,0.026592,0.027267,0.029548,0.026849,0.027833,0.027124,0.027043,0.030524,0.027614,0.02705,0.027224,0.026374,0.025203,0.02569,0.024709,0.023451,0.022914,0.022339
71,0.042615,0.042596,0.036089,0.036823,0.039067,0.038265,0.03713,0.037132,0.0362,0.037541,0.0352,0.037442,0.036461,0.037406,0.03163,0.03309,0.031569,0.032701,0.032128,0.030688,0.033017,0.030575,0.033243,0.02983,0.029138,0.030949,0.03085,0.031316,0.033411,0.030485,0.030104,0.02996,0.029583,0.033645,0.029835,0.030262,0.029166,0.028145,0.028304,0.027854,0.026225,0.025697,0.024971
72,0.045231,0.049127,0.042223,0.040542,0.0426,0.040458,0.044655,0.039445,0.040269,0.040432,0.03914,0.040916,0.041489,0.041584,0.036714,0.036299,0.036262,0.035448,0.036242,0.034283,0.035034,0.034255,0.036006,0.033681,0.033227,0.034144,0.034901,0.034449,0.034368,0.035894,0.033259,0.03434,0.033177,0.033528,0.037098,0.031861,0.032933,0.03253,0.031485,0.030375,0.029472,0.028956,0.027609
73,0.049383,0.053829,0.04913,0.046765,0.048965,0.046595,0.048533,0.046367,0.043679,0.047564,0.041874,0.044533,0.046183,0.046697,0.041235,0.04193,0.039406,0.041968,0.039994,0.040528,0.039774,0.038624,0.042069,0.03718,0.037355,0.038703,0.038719,0.040623,0.039352,0.037485,0.03881,0.03709,0.037638,0.037905,0.036842,0.041437,0.03553,0.035882,0.035502,0.033731,0.032843,0.033001,0.030133
74,0.056434,0.056043,0.053193,0.053932,0.054409,0.049654,0.0523,0.050198,0.050786,0.050685,0.049976,0.050188,0.051288,0.053862,0.048239,0.04759,0.04699,0.045881,0.045366,0.044769,0.044432,0.04399,0.044669,0.044102,0.042206,0.043178,0.044307,0.045001,0.043223,0.041945,0.042246,0.043292,0.040385,0.043277,0.040936,0.041036,0.044665,0.039552,0.03992,0.038914,0.036549,0.037191,0.034185
75,0.06149,0.067527,0.056172,0.058776,0.060721,0.056077,0.058022,0.056096,0.053983,0.058897,0.051246,0.059356,0.05663,0.059232,0.05173,0.053048,0.052157,0.053203,0.049559,0.051353,0.049037,0.050484,0.050199,0.047128,0.049197,0.048483,0.050121,0.050953,0.049869,0.049548,0.045808,0.047467,0.050174,0.046409,0.045694,0.045706,0.043835,0.04925,0.044442,0.042755,0.04162,0.040806,0.038639
76,0.069075,0.071213,0.066291,0.062054,0.068216,0.063961,0.064088,0.061992,0.058653,0.065813,0.064141,0.060135,0.064565,0.064853,0.059682,0.060595,0.058776,0.060978,0.057338,0.053879,0.056815,0.055808,0.057709,0.051489,0.052476,0.055181,0.057419,0.057087,0.053894,0.054952,0.053635,0.052924,0.053685,0.056757,0.050838,0.053058,0.049849,0.049081,0.054516,0.048004,0.047622,0.046515,0.043655
77,0.075353,0.084742,0.070508,0.07253,0.072426,0.070133,0.075934,0.069264,0.065989,0.071518,0.067987,0.071222,0.066174,0.073887,0.066378,0.068532,0.067609,0.066547,0.068766,0.065286,0.062645,0.063086,0.064305,0.05826,0.058237,0.060128,0.065201,0.064714,0.062334,0.06188,0.057591,0.059608,0.058922,0.060325,0.060721,0.055436,0.056776,0.054532,0.055791,0.05992,0.052872,0.05178,0.050724
78,0.084866,0.093816,0.083293,0.082245,0.084225,0.073877,0.083342,0.078364,0.075094,0.075944,0.073295,0.080868,0.082006,0.079263,0.075115,0.074197,0.073263,0.077723,0.074279,0.072169,0.075471,0.06781,0.075223,0.06459,0.067519,0.067544,0.067597,0.074369,0.069617,0.068396,0.065467,0.066403,0.065556,0.066406,0.06665,0.067378,0.06122,0.061951,0.060861,0.060643,0.065506,0.058302,0.056667
79,0.100026,0.091287,0.084169,0.091094,0.100623,0.086291,0.087112,0.087482,0.083379,0.088545,0.078522,0.086836,0.0898,0.093683,0.080955,0.086859,0.081132,0.085277,0.083956,0.082315,0.085674,0.078657,0.084262,0.076396,0.073449,0.075955,0.077343,0.080026,0.079826,0.077372,0.0753,0.07465,0.072172,0.076897,0.072516,0.073187,0.074049,0.067744,0.06965,0.066723,0.069508,0.073019,0.062402
80,0.106419,0.114799,0.101859,0.096108,0.103784,0.101007,0.102144,0.096071,0.095658,0.098138,0.09253,0.097549,0.094872,0.101388,0.088675,0.088807,0.091353,0.095137,0.090285,0.089399,0.093447,0.090124,0.097423,0.085877,0.084195,0.086657,0.090246,0.093385,0.089371,0.088704,0.083786,0.082463,0.081785,0.084956,0.082864,0.081907,0.079175,0.080613,0.07655,0.077028,0.07328,0.069904,0.073847
81,0.119263,0.124227,0.113031,0.112249,0.119733,0.104835,0.111305,0.110115,0.10083,0.114701,0.099931,0.108759,0.107642,0.109347,0.102445,0.099501,0.097499,0.107478,0.100041,0.100721,0.104279,0.100306,0.104695,0.096646,0.093344,0.095707,0.09875,0.102699,0.098181,0.098138,0.093985,0.093753,0.093154,0.094141,0.092974,0.092532,0.089723,0.088872,0.093926,0.081333,0.082278,0.080054,0.076635
82,0.132679,0.136512,0.122735,0.122376,0.132624,0.113016,0.118651,0.120057,0.115414,0.124204,0.118195,0.119855,0.122768,0.118853,0.111229,0.11372,0.108859,0.114018,0.11228,0.108866,0.115701,0.110806,0.119855,0.100829,0.107312,0.108331,0.112964,0.11532,0.113225,0.109915,0.103191,0.103782,0.102056,0.108233,0.100523,0.104322,0.101905,0.097044,0.099023,0.102264,0.089938,0.093065,0.088748
83,0.140423,0.151401,0.13166,0.133772,0.13986,0.132173,0.12935,0.1294,0.129549,0.136407,0.124285,0.134701,0.133161,0.135834,0.128165,0.126167,0.121571,0.1295,0.127059,0.124665,0.125359,0.122191,0.131702,0.118646,0.111499,0.122368,0.124611,0.127358,0.123008,0.121019,0.116897,0.11633,0.117653,0.122016,0.114085,0.115358,0.112166,0.112024,0.115402,0.106122,0.10754,0.100105,0.100482
84,0.157281,0.16041,0.145325,0.15229,0.162083,0.141223,0.150696,0.138232,0.138208,0.151683,0.135867,0.141899,0.15146,0.14912,0.137702,0.135501,0.133701,0.141741,0.139632,0.137875,0.146867,0.134258,0.144938,0.130984,0.131702,0.134434,0.145173,0.143857,0.144847,0.138433,0.129537,0.129354,0.127513,0.134083,0.1272,0.132616,0.125793,0.119888,0.124855,0.121149,0.114773,0.122365,0.105333
85,0.167344,0.174799,0.150784,0.163442,0.179979,0.157573,0.162823,0.158045,0.148788,0.164422,0.151264,0.160557,0.155453,0.163603,0.146549,0.153451,0.149058,0.154907,0.158406,0.146752,0.145798,0.157501,0.159154,0.147698,0.14274,0.150269,0.153887,0.164365,0.152973,0.154138,0.142119,0.14722,0.139543,0.142465,0.143771,0.142838,0.140644,0.138577,0.139752,0.136697,0.126628,0.129503,0.127065
86,0.168273,0.191552,0.1732,0.171276,0.197571,0.172802,0.182635,0.176672,0.171421,0.180317,0.165152,0.184454,0.181618,0.175029,0.169266,0.173654,0.171486,0.176356,0.172315,0.164418,0.163265,0.172657,0.17841,0.156412,0.159801,0.164225,0.172779,0.178538,0.171793,0.16632,0.156455,0.156131,0.158707,0.161674,0.156227,0.159706,0.15674,0.160078,0.151435,0.150997,0.144388,0.14206,0.137905
87,0.192393,0.206359,0.181266,0.186783,0.210931,0.194608,0.197023,0.199512,0.181181,0.202961,0.180822,0.191128,0.205274,0.190808,0.183768,0.192936,0.187759,0.193577,0.188865,0.183617,0.182219,0.186893,0.191748,0.17661,0.171298,0.18482,0.192232,0.202748,0.186022,0.190591,0.172592,0.178104,0.171071,0.181748,0.171172,0.182887,0.177167,0.170946,0.176163,0.164886,0.160445,0.164373,0.153132
88,0.206798,0.225651,0.204447,0.200617,0.224954,0.207226,0.230317,0.204517,0.202443,0.212684,0.200228,0.199348,0.202017,0.216535,0.198504,0.20629,0.196059,0.20757,0.205872,0.193915,0.196719,0.200174,0.21262,0.184203,0.191199,0.19647,0.212531,0.218081,0.217504,0.202023,0.194522,0.193984,0.193436,0.193102,0.193742,0.198653,0.192071,0.190948,0.1962,0.182998,0.180233,0.176686,0.170243
89,0.216169,0.271359,0.219378,0.219235,0.238193,0.218612,0.227221,0.23083,0.227344,0.235882,0.223408,0.225038,0.224182,0.231166,0.228447,0.211219,0.216051,0.232164,0.223863,0.219317,0.216377,0.210728,0.231859,0.20486,0.209439,0.218283,0.230725,0.239755,0.2262,0.227165,0.20786,0.21629,0.2086,0.220138,0.208519,0.217188,0.21589,0.208508,0.217899,0.202079,0.197706,0.194109,0.186648
90,0.232046,0.26275,0.236833,0.236073,0.256333,0.248653,0.261705,0.240796,0.237406,0.246389,0.24578,0.263982,0.253568,0.261004,0.226269,0.246894,0.238478,0.249202,0.243027,0.239288,0.251348,0.224099,0.255907,0.227076,0.226399,0.23761,0.246397,0.260976,0.258297,0.251735,0.224068,0.223658,0.233712,0.234543,0.245623,0.240276,0.236331,0.23664,0.231565,0.227686,0.218801,0.219963,0.212104
91,0.249104,0.298561,0.255508,0.274133,0.297193,0.242145,0.252847,0.249086,0.260635,0.287132,0.244618,0.258704,0.265293,0.287648,0.259087,0.272461,0.256272,0.27093,0.260463,0.261271,0.256808,0.236614,0.269357,0.238285,0.238916,0.259183,0.276261,0.284603,0.266624,0.276586,0.250236,0.254702,0.244875,0.26976,0.248621,0.276464,0.26029,0.2533,0.252457,0.242411,0.248647,0.241369,0.22979
92,0.300847,0.310819,0.236924,0.291394,0.278667,0.265653,0.299465,0.281719,0.273519,0.284888,0.29435,0.280304,0.307749,0.297728,0.284583,0.287106,0.279343,0.290386,0.280929,0.274026,0.306978,0.246317,0.291986,0.25045,0.255501,0.275462,0.292087,0.310102,0.302721,0.282285,0.278666,0.273675,0.295819,0.289095,0.282173,0.296938,0.284761,0.27918,0.285587,0.269315,0.254182,0.278965,0.25499
93,0.292442,0.33381,0.296866,0.348849,0.366506,0.297734,0.291446,0.304556,0.280637,0.332092,0.281927,0.315899,0.328908,0.315921,0.315301,0.296196,0.290515,0.315037,0.308374,0.295705,0.324071,0.255098,0.318294,0.296394,0.268757,0.305972,0.304006,0.326567,0.31481,0.305259,0.287064,0.305274,0.314133,0.319456,0.306576,0.307279,0.304187,0.303512,0.302129,0.303529,0.281638,0.295762,0.279409
94,0.279268,0.324387,0.334285,0.347276,0.300888,0.329365,0.302355,0.322463,0.29915,0.350452,0.298104,0.315121,0.3601,0.328089,0.315689,0.303645,0.342907,0.335503,0.32255,0.341059,0.352232,0.260097,0.341531,0.302142,0.297541,0.308138,0.330362,0.346387,0.320849,0.327329,0.323189,0.302385,0.32446,0.348164,0.325946,0.340225,0.329564,0.33128,0.336123,0.313326,0.32502,0.3071,0.317154
95,0.374876,0.381141,0.293111,0.368939,0.334486,0.330525,0.303253,0.331765,0.307504,0.35403,0.331938,0.37554,0.407133,0.350724,0.335654,0.389519,0.32653,0.387245,0.330988,0.356695,0.376604,0.265678,0.334453,0.325139,0.329576,0.342856,0.332802,0.367443,0.358162,0.372344,0.348782,0.345072,0.317147,0.363577,0.368663,0.376463,0.365151,0.368858,0.36113,0.333559,0.347016,0.325802,0.326584
96,0.337555,0.371166,0.34239,0.326482,0.484802,0.371129,0.34283,0.361542,0.304447,0.382933,0.322844,0.366054,0.351731,0.350368,0.363953,0.362689,0.350911,0.365726,0.363826,0.379324,0.385119,0.274553,0.341954,0.357234,0.362659,0.352221,0.373306,0.379656,0.369054,0.377504,0.366439,0.364915,0.363749,0.312743,0.38651,0.401065,0.390224,0.379137,0.390658,0.381851,0.369574,0.36852,0.355816
97,0.354958,0.432169,0.399055,0.343108,0.418502,0.407418,0.400503,0.358746,0.33762,0.353308,0.337417,0.373756,0.420411,0.417614,0.401195,0.393473,0.346634,0.425809,0.384457,0.444667,0.452258,0.265744,0.36976,0.367267,0.321785,0.370552,0.397423,0.41936,0.391283,0.395808,0.356205,0.384991,0.379733,0.387446,0.358231,0.438413,0.414609,0.401229,0.433335,0.400191,0.362157,0.412141,0.371403
98,0.413416,0.437065,0.327077,0.270484,0.421912,0.362909,0.400448,0.413188,0.404617,0.274372,0.25139,0.311492,0.339004,0.309836,0.303931,0.337358,0.386433,0.401419,0.387848,0.404522,0.413789,0.251085,0.432041,0.37994,0.376532,0.381322,0.421572,0.380654,0.352267,0.383973,0.373159,0.367369,0.385235,0.448332,0.348306,0.350853,0.252667,0.415229,0.418046,0.414573,0.404167,0.40669,0.40123
99,0.574827,0.757012,0.635422,0.551294,0.80553,0.463376,0.45732,0.353516,0.306449,0.393211,0.440057,0.440112,0.371763,0.395956,0.355373,0.468139,0.394695,0.443116,0.374634,0.373926,0.379561,0.250439,0.290883,0.285328,0.326612,0.295947,0.331118,0.356488,0.370686,0.354215,0.286372,0.36693,0.326716,0.415189,0.361814,0.445277,0.416851,0.442597,0.384811,0.370906,0.41019,0.470579,0.423394
100,0.548937,0.399561,0.369206,0.454916,0.231844,0.47188,0.450777,0.465784,0.295857,0.474461,0.357481,0.409594,0.514264,0.502926,0.449655,0.48553,0.492759,0.581408,0.378684,0.549671,0.580972,0.234814,0.461782,0.401486,0.439403,0.418598,0.46659,0.514545,0.486521,0.473944,0.390301,0.474347,0.495805,0.529768,0.520107,0.799153,1.401022,0.415461,0.547857,0.442439,0.430505,0.528383,0.379074
