Age,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
41,0.003576,0.003822,0.003755,0.003864,0.003345,0.003854,0.003541,0.003690,0.003710,0.003982,0.004005,0.004229,0.004037,0.004261,0.004071,0.004136,0.003992,0.004546,0.004595,0.004726,0.005048,0.004786,0.005504,0.004818,0.004560,0.004813,0.004873,0.005390,0.004865,0.004889,0.004762,0.005086,0.005162,0.005792,0.005656,0.005280,0.005010,0.005497,0.005095,0.005102,0.004564,0.004790,0.004652,0.004228,0.003697,0.003958,0.003835,0.003917,0.003855,0.003867,0.003639,0.003802,0.003541,0.003558,0.003130,0.002896,0.002804,0.002794,0.002577,0.002797,0.002916
42,0.004216,0.004234,0.004059,0.003880,0.004284,0.004007,0.004035,0.003990,0.003746,0.004259,0.004409,0.004285,0.004399,0.004651,0.004364,0.004495,0.004167,0.004641,0.005065,0.005437,0.005678,0.005239,0.006169,0.005081,0.005056,0.004921,0.005708,0.005522,0.005280,0.005398,0.005400,0.005660,0.005828,0.006220,0.006027,0.005597,0.005723,0.005617,0.005175,0.005495,0.005305,0.005502,0.004803,0.004519,0.004352,0.003980,0.004094,0.004231,0.004216,0.004211,0.004043,0.004088,0.003809,0.003664,0.003416,0.003539,0.003218,0.003017,0.002870,0.002825,0.003300
43,0.004599,0.004264,0.004064,0.004149,0.004331,0.004726,0.003999,0.004293,0.004259,0.004550,0.004727,0.004699,0.004695,0.005033,0.004797,0.004922,0.004759,0.005328,0.005424,0.005886,0.006018,0.005771,0.006266,0.005643,0.005123,0.005912,0.006016,0.005981,0.005877,0.006096,0.005923,0.006462,0.006418,0.007092,0.006891,0.006383,0.006244,0.006547,0.005719,0.005919,0.005931,0.005571,0.005195,0.004983,0.004753,0.004555,0.004539,0.004413,0.004588,0.004586,0.004593,0.004047,0.003978,0.003965,0.004054,0.003656,0.003669,0.003361,0.003447,0.003305,0.003385
44,0.004833,0.005196,0.004628,0.004337,0.004796,0.004344,0.004891,0.004523,0.004647,0.004707,0.004801,0.005110,0.005228,0.005620,0.005218,0.005523,0.005266,0.005196,0.005776,0.006038,0.006152,0.006526,0.006957,0.005874,0.005945,0.006302,0.006619,0.006908,0.006938,0.006555,0.006890,0.006441,0.007049,0.007729,0.007282,0.006759,0.006575,0.006691,0.006564,0.006393,0.006306,0.006215,0.006000,0.005285,0.005544,0.005310,0.005313,0.005172,0.005021,0.005252,0.004977,0.004639,0.004689,0.004342,0.004038,0.004064,0.003917,0.003773,0.003684,0.003631,0.003557
45,0.004818,0.005323,0.005105,0.004731,0.005134,0.005211,0.004680,0.005001,0.004777,0.005122,0.005267,0.005556,0.005603,0.005728,0.005439,0.005655,0.005453,0.006290,0.006176,0.006652,0.007138,0.007362,0.007499,0.006589,0.006440,0.006780,0.007220,0.007525,0.007484,0.007273,0.006930,0.007833,0.007763,0.008385,0.008048,0.007076,0.007175,0.007563,0.007041,0.007239,0.006862,0.006815,0.006381,0.006221,0.005611,0.005620,0.005984,0.005899,0.005793,0.005926,0.005876,0.005255,0.005068,0.004827,0.004689,0.004294,0.004155,0.004055,0.004287,0.004169,0.004071
46,0.005731,0.005666,0.005527,0.005980,0.005583,0.005409,0.005000,0.005758,0.005538,0.005275,0.005986,0.006010,0.005924,0.006480,0.006084,0.006286,0.006071,0.006860,0.006795,0.007287,0.007919,0.007879,0.007967,0.006789,0.006916,0.007290,0.007644,0.007793,0.008150,0.008011,0.007638,0.008150,0.008706,0.009129,0.008671,0.007703,0.007971,0.008398,0.007567,0.007672,0.007771,0.007555,0.006956,0.006652,0.006546,0.006195,0.006410,0.006473,0.006671,0.006030,0.006164,0.005616,0.005125,0.005208,0.005169,0.004878,0.004526,0.004735,0.004444,0.004553,0.004530
47,0.006070,0.006303,0.005737,0.005524,0.006145,0.005688,0.005412,0.005743,0.005270,0.006458,0.005582,0.006147,0.006271,0.006566,0.006737,0.006881,0.006436,0.007385,0.007642,0.008287,0.008277,0.008238,0.008639,0.007786,0.007510,0.008123,0.008434,0.008631,0.008566,0.008914,0.008511,0.008774,0.009288,0.009968,0.009254,0.008520,0.008735,0.008806,0.007940,0.008457,0.008297,0.008435,0.007491,0.007201,0.007098,0.006898,0.007108,0.007227,0.007202,0.007188,0.006951,0.006571,0.006076,0.005854,0.005662,0.005315,0.004914,0.005327,0.005309,0.004922,0.005069
48,0.006736,0.006647,0.006238,0.006228,0.006482,0.006727,0.006034,0.006030,0.005923,0.006456,0.006843,0.006411,0.006675,0.007313,0.006897,0.007051,0.007275,0.007673,0.008649,0.008576,0.009301,0.008535,0.009806,0.007981,0.008296,0.008576,0.009054,0.009663,0.009459,0.009670,0.009398,0.009542,0.009984,0.010314,0.010657,0.008958,0.009345,0.009197,0.008889,0.009141,0.008697,0.009197,0.008181,0.007709,0.007517,0.007493,0.007730,0.007745,0.007932,0.007831,0.007603,0.007103,0.006734,0.006357,0.006372,0.005705,0.005328,0.005691,0.005581,0.005342,0.005292
49,0.007859,0.006841,0.007160,0.007255,0.006976,0.007205,0.006797,0.006754,0.006738,0.007200,0.006599,0.008043,0.007442,0.007767,0.007412,0.008196,0.008226,0.008928,0.009834,0.009762,0.009696,0.009052,0.010634,0.009269,0.008871,0.009808,0.010172,0.010604,0.010444,0.010447,0.010049,0.010620,0.010405,0.011402,0.010874,0.010721,0.009696,0.010424,0.010083,0.010015,0.009484,0.009592,0.009376,0.008999,0.008264,0.008226,0.008526,0.008696,0.008387,0.008813,0.008556,0.007549,0.007378,0.007158,0.006983,0.006639,0.006222,0.005976,0.006015,0.005956,0.006068
50,0.007866,0.008576,0.007961,0.007856,0.007978,0.007254,0.007930,0.007497,0.007749,0.007818,0.007494,0.007848,0.008984,0.008636,0.008330,0.008793,0.008627,0.009099,0.010374,0.010244,0.010570,0.009813,0.010959,0.009887,0.009899,0.009989,0.010798,0.011271,0.011623,0.011366,0.011539,0.011567,0.012140,0.013010,0.012370,0.011164,0.011453,0.011105,0.010659,0.010761,0.010182,0.010907,0.010287,0.009490,0.009327,0.008832,0.009438,0.009345,0.009388,0.009811,0.009118,0.008769,0.008383,0.008086,0.007990,0.007135,0.006887,0.007029,0.006704,0.006622,0.006683
51,0.009007,0.008980,0.008620,0.008585,0.008591,0.008411,0.008143,0.008187,0.008572,0.007995,0.008248,0.008847,0.008315,0.009580,0.008483,0.009492,0.009115,0.009781,0.010972,0.010952,0.011280,0.010863,0.012241,0.011544,0.011240,0.011027,0.011820,0.011998,0.012507,0.012622,0.011990,0.012609,0.012285,0.013875,0.013238,0.012135,0.012013,0.013039,0.011645,0.011974,0.011464,0.010998,0.010233,0.010080,0.010506,0.010116,0.009802,0.009880,0.010354,0.010321,0.010163,0.009345,0.009261,0.008856,0.008833,0.008271,0.007256,0.007401,0.007472,0.007354,0.006778
52,0.009994,0.010650,0.009422,0.009655,0.009298,0.009400,0.009588,0.009080,0.008800,0.010112,0.009121,0.009233,0.008942,0.009275,0.010465,0.009756,0.009936,0.011153,0.011571,0.011800,0.011914,0.012250,0.013139,0.012049,0.011775,0.012699,0.013617,0.013724,0.013061,0.013558,0.012852,0.013967,0.014201,0.014851,0.014188,0.013281,0.013028,0.012862,0.013299,0.012616,0.012486,0.012250,0.011411,0.011213,0.010524,0.010732,0.011169,0.010624,0.011103,0.010943,0.010847,0.010064,0.009746,0.009409,0.009460,0.008834,0.007973,0.008189,0.007884,0.008133,0.007875
53,0.010980,0.010911,0.010761,0.010375,0.010782,0.010165,0.009478,0.009866,0.009884,0.010174,0.010695,0.010410,0.010751,0.010432,0.009961,0.011426,0.010516,0.011449,0.011585,0.012491,0.012826,0.012999,0.014285,0.012930,0.013261,0.012944,0.014540,0.014264,0.014357,0.014282,0.014275,0.014793,0.014799,0.016395,0.015112,0.014793,0.013488,0.013934,0.014333,0.013758,0.013239,0.013910,0.012764,0.012265,0.012091,0.011557,0.011980,0.012229,0.011671,0.011770,0.011804,0.011249,0.010716,0.010501,0.010362,0.010068,0.009271,0.009222,0.008689,0.008330,0.008608
54,0.012131,0.011961,0.011855,0.011750,0.012062,0.011613,0.011016,0.010228,0.010537,0.011222,0.010996,0.012106,0.010993,0.012495,0.011126,0.011633,0.012577,0.012245,0.012056,0.013730,0.014179,0.014274,0.015196,0.014392,0.014265,0.014663,0.015126,0.016551,0.016072,0.015432,0.015307,0.015958,0.016683,0.017111,0.016570,0.015612,0.015574,0.015628,0.014731,0.014268,0.015254,0.014133,0.013893,0.013171,0.012748,0.012402,0.012915,0.013031,0.013331,0.012742,0.012283,0.012055,0.011850,0.011545,0.011239,0.010638,0.010252,0.010338,0.010138,0.009649,0.009648
55,0.012603,0.013323,0.012447,0.012548,0.013020,0.012680,0.012038,0.011993,0.011243,0.012456,0.012157,0.012987,0.013104,0.013298,0.011996,0.012402,0.011889,0.014478,0.012058,0.014841,0.014500,0.015943,0.016899,0.015468,0.015406,0.015444,0.016562,0.017512,0.016986,0.017237,0.016761,0.017120,0.017996,0.018267,0.017813,0.017501,0.016447,0.016536,0.016129,0.015781,0.015812,0.016663,0.013974,0.014628,0.013965,0.013216,0.014189,0.013897,0.014129,0.014342,0.013536,0.013010,0.013081,0.012689,0.012525,0.012046,0.011292,0.011085,0.010881,0.010736,0.010243
56,0.014998,0.015330,0.014236,0.014012,0.013958,0.014314,0.013733,0.013557,0.013276,0.013791,0.013712,0.014101,0.013831,0.015374,0.012563,0.012968,0.012907,0.013315,0.012469,0.015338,0.016407,0.016812,0.017426,0.016182,0.016699,0.016822,0.018087,0.018969,0.018757,0.018955,0.018275,0.017941,0.018964,0.020076,0.019440,0.017900,0.018249,0.018164,0.017439,0.016895,0.016473,0.016662,0.016331,0.014982,0.014966,0.014231,0.015106,0.014688,0.014939,0.015334,0.014946,0.014210,0.013881,0.013128,0.013215,0.012876,0.012176,0.012190,0.011931,0.011659,0.011774
57,0.015762,0.017303,0.015503,0.015684,0.015865,0.015433,0.014953,0.014945,0.014955,0.015006,0.015332,0.016095,0.014991,0.015482,0.015155,0.014716,0.015234,0.015633,0.015942,0.018399,0.016844,0.018359,0.018208,0.018117,0.017611,0.018649,0.018888,0.019765,0.020287,0.020061,0.020173,0.020234,0.020338,0.021899,0.020842,0.020012,0.019330,0.019462,0.019551,0.019037,0.018456,0.018076,0.016598,0.016699,0.015862,0.016407,0.015829,0.016136,0.016433,0.016040,0.016095,0.015648,0.014760,0.014790,0.014376,0.013835,0.012861,0.013387,0.012754,0.012858,0.012622
58,0.018463,0.018379,0.018138,0.017429,0.017261,0.016101,0.015992,0.016470,0.016006,0.016934,0.016781,0.017727,0.017564,0.016874,0.016122,0.017978,0.014900,0.016385,0.020531,0.017424,0.020722,0.018934,0.020213,0.019782,0.019422,0.019885,0.021238,0.021313,0.021236,0.022095,0.021719,0.022294,0.022359,0.022386,0.022796,0.021860,0.020413,0.021337,0.020401,0.019617,0.019848,0.019324,0.018124,0.017495,0.017787,0.017537,0.017173,0.017011,0.017272,0.017175,0.016252,0.017197,0.016316,0.015148,0.015599,0.015002,0.013978,0.013968,0.014060,0.013863,0.013911
59,0.019817,0.020834,0.018252,0.019423,0.019424,0.019167,0.018837,0.018211,0.018633,0.018869,0.018182,0.019042,0.018857,0.019303,0.017586,0.017895,0.019365,0.018066,0.022661,0.019390,0.019439,0.018714,0.021260,0.021055,0.020763,0.021680,0.022601,0.022771,0.023737,0.023089,0.023669,0.024433,0.024046,0.025710,0.023923,0.023321,0.022448,0.022478,0.022079,0.021820,0.021340,0.021057,0.019835,0.018747,0.017630,0.019465,0.018616,0.018796,0.018763,0.018290,0.018305,0.017824,0.017451,0.017319,0.016143,0.016350,0.015373,0.015870,0.015519,0.015304,0.015446
60,0.022728,0.023318,0.022078,0.020442,0.022176,0.020420,0.021604,0.020298,0.020015,0.021802,0.020873,0.022076,0.020569,0.021417,0.020151,0.020472,0.019611,0.022148,0.024403,0.022072,0.020810,0.021160,0.025462,0.022369,0.022112,0.023424,0.024480,0.025521,0.025911,0.024704,0.025228,0.026024,0.026965,0.027765,0.026366,0.025556,0.024794,0.024923,0.023851,0.023931,0.022599,0.023241,0.022224,0.020684,0.020350,0.020265,0.020897,0.020049,0.020831,0.019962,0.019592,0.019603,0.018576,0.018234,0.018541,0.017746,0.017158,0.016770,0.016738,0.016548,0.016568
61,0.024373,0.025702,0.022052,0.023865,0.022402,0.023201,0.022485,0.021526,0.021735,0.022165,0.022504,0.023286,0.023515,0.024273,0.022133,0.021736,0.021199,0.021857,0.023618,0.021986,0.023388,0.024450,0.025372,0.025646,0.023566,0.024876,0.025206,0.028056,0.027301,0.027867,0.028124,0.026877,0.028931,0.029403,0.027976,0.026968,0.025825,0.026775,0.025838,0.025503,0.025176,0.024831,0.023133,0.023077,0.021858,0.021941,0.020870,0.022299,0.021171,0.021800,0.020969,0.020697,0.019682,0.019288,0.020330,0.019621,0.017926,0.018634,0.018289,0.018112,0.017763
62,0.026746,0.028051,0.025229,0.025849,0.026996,0.024010,0.025817,0.024575,0.024623,0.025083,0.023993,0.027048,0.025551,0.026360,0.023703,0.023665,0.023991,0.023955,0.023590,0.025585,0.024291,0.025496,0.026025,0.025276,0.027794,0.027337,0.028080,0.028433,0.029620,0.029602,0.028880,0.029466,0.029634,0.032050,0.029978,0.029573,0.027483,0.027902,0.027907,0.027792,0.026840,0.027522,0.025013,0.023925,0.024159,0.023277,0.023810,0.022893,0.023090,0.022343,0.022834,0.022520,0.021292,0.020642,0.021127,0.020890,0.019636,0.019922,0.019294,0.019318,0.019113
63,0.028026,0.029645,0.028603,0.028274,0.028531,0.027486,0.027161,0.027751,0.027124,0.027092,0.026304,0.028278,0.028099,0.028509,0.026653,0.026031,0.026038,0.026533,0.025698,0.026637,0.028981,0.027591,0.027956,0.026691,0.027199,0.030762,0.028161,0.031488,0.031140,0.032417,0.030779,0.031809,0.031501,0.033010,0.032477,0.030952,0.030700,0.030124,0.029414,0.029016,0.028768,0.028771,0.027458,0.026337,0.025584,0.025323,0.024453,0.023999,0.023620,0.025501,0.023073,0.024488,0.022842,0.022552,0.022675,0.021568,0.020857,0.021913,0.020610,0.020991,0.021484
64,0.031304,0.031595,0.030877,0.031606,0.032635,0.030761,0.032609,0.029152,0.030080,0.029758,0.030267,0.030741,0.030787,0.033983,0.028104,0.029747,0.028927,0.029477,0.029199,0.030008,0.029642,0.028375,0.029269,0.030148,0.029400,0.030033,0.035284,0.033353,0.034454,0.034581,0.033922,0.034518,0.034754,0.035785,0.034544,0.033806,0.033163,0.032871,0.032337,0.031343,0.031644,0.031620,0.029972,0.028926,0.028241,0.026772,0.027304,0.026091,0.026289,0.025956,0.026218,0.025285,0.024642,0.024031,0.023929,0.024385,0.022486,0.023465,0.022838,0.022092,0.022871
65,0.032858,0.036025,0.033599,0.034076,0.035182,0.034985,0.034802,0.033489,0.031965,0.034697,0.033291,0.035736,0.032916,0.035741,0.032223,0.033350,0.032207,0.032604,0.032958,0.033017,0.032364,0.030753,0.036161,0.031707,0.033140,0.032439,0.033207,0.038831,0.036507,0.037210,0.036336,0.036457,0.037748,0.039767,0.037326,0.036951,0.035493,0.035866,0.034791,0.034341,0.033326,0.034752,0.032559,0.030921,0.029701,0.029626,0.029373,0.029622,0.028925,0.028235,0.027229,0.028616,0.026733,0.026407,0.026229,0.025760,0.024333,0.024950,0.024247,0.024415,0.025099
66,0.036036,0.038472,0.037706,0.035549,0.038578,0.036176,0.039029,0.036430,0.036671,0.036144,0.037989,0.037764,0.036876,0.039904,0.034460,0.036415,0.034943,0.036471,0.036071,0.036479,0.037769,0.035044,0.037711,0.036812,0.033887,0.035536,0.036859,0.036533,0.041854,0.039695,0.039066,0.040281,0.039636,0.040906,0.039203,0.040753,0.037863,0.038006,0.037580,0.037705,0.035738,0.036848,0.034318,0.032641,0.031811,0.032129,0.030799,0.030971,0.030995,0.029345,0.030348,0.028558,0.029450,0.027993,0.028390,0.027876,0.027113,0.026936,0.027256,0.026150,0.027697
67,0.041644,0.043528,0.037510,0.041236,0.041246,0.039712,0.040524,0.041165,0.038559,0.041184,0.039141,0.041627,0.041387,0.044199,0.038227,0.038484,0.039440,0.038563,0.040582,0.039418,0.039902,0.040173,0.041894,0.038228,0.040686,0.036964,0.038855,0.041974,0.040587,0.045399,0.040120,0.042019,0.043658,0.045094,0.043268,0.043016,0.041629,0.040505,0.040764,0.039735,0.039371,0.038718,0.036699,0.036967,0.034989,0.034741,0.033913,0.033733,0.032949,0.033065,0.031146,0.030794,0.030188,0.030313,0.029508,0.029307,0.028320,0.028734,0.028688,0.028277,0.029050
68,0.044578,0.049177,0.045641,0.042024,0.046342,0.042750,0.045325,0.043236,0.043245,0.045323,0.044403,0.044026,0.045569,0.048249,0.043315,0.043360,0.041248,0.043962,0.044181,0.043770,0.044145,0.044499,0.046659,0.041412,0.041942,0.044577,0.042821,0.045886,0.044639,0.044373,0.047890,0.043396,0.047209,0.047043,0.046963,0.045011,0.044693,0.043150,0.042971,0.042671,0.042796,0.042362,0.040417,0.038129,0.037171,0.037501,0.036620,0.035667,0.035480,0.035433,0.033559,0.033309,0.031853,0.031111,0.032638,0.031026,0.030039,0.031230,0.029577,0.029838,0.030774
69,0.047892,0.051755,0.048095,0.049862,0.049455,0.049754,0.047873,0.048138,0.048372,0.048796,0.048702,0.052435,0.048081,0.054699,0.046749,0.048717,0.045759,0.046831,0.048013,0.048597,0.049946,0.047570,0.050220,0.048513,0.046371,0.045300,0.048782,0.048296,0.049328,0.046002,0.045082,0.052308,0.048243,0.050293,0.051547,0.050391,0.048455,0.047990,0.046290,0.046474,0.045315,0.046402,0.042658,0.042667,0.040244,0.040149,0.038756,0.038207,0.036417,0.036472,0.036734,0.036994,0.034564,0.033563,0.032001,0.034492,0.029787,0.032687,0.031856,0.032046,0.032243
70,0.051211,0.055466,0.050535,0.051517,0.055759,0.047957,0.054364,0.052796,0.050447,0.054138,0.052466,0.055977,0.055665,0.059412,0.051698,0.053175,0.050681,0.051069,0.053523,0.053924,0.054851,0.052503,0.054583,0.051399,0.050723,0.050537,0.050411,0.055133,0.052921,0.055080,0.051072,0.050997,0.056993,0.053440,0.054468,0.053849,0.052735,0.051404,0.051567,0.051345,0.049518,0.049184,0.046993,0.045032,0.043040,0.043120,0.043475,0.041930,0.040414,0.040896,0.038774,0.039143,0.037605,0.035447,0.036367,0.034667,0.035625,0.034786,0.034106,0.034276,0.034496
71,0.058717,0.061985,0.052500,0.056874,0.058399,0.057587,0.056601,0.058849,0.056145,0.059307,0.057757,0.062332,0.061678,0.066792,0.054137,0.058468,0.055591,0.057989,0.058362,0.058067,0.062372,0.056569,0.061067,0.055796,0.053544,0.056556,0.055538,0.058771,0.061033,0.056813,0.057970,0.053621,0.054977,0.063051,0.055638,0.058664,0.056110,0.055564,0.055117,0.053143,0.052496,0.052295,0.051270,0.048744,0.047271,0.046329,0.044540,0.044479,0.043412,0.043574,0.042194,0.041709,0.040594,0.038929,0.037805,0.036963,0.036328,0.038730,0.035433,0.036908,0.037482
72,0.065099,0.068290,0.061847,0.060321,0.064511,0.059106,0.064197,0.058691,0.061283,0.062955,0.062392,0.066775,0.066655,0.070894,0.063672,0.061931,0.062528,0.061568,0.063147,0.063434,0.065659,0.061683,0.067509,0.060916,0.061154,0.061518,0.063073,0.063643,0.061086,0.065489,0.061804,0.061762,0.059847,0.060701,0.066663,0.059700,0.060527,0.059945,0.059681,0.056327,0.059159,0.057816,0.056653,0.054312,0.051797,0.051729,0.048944,0.047684,0.047960,0.047962,0.045638,0.044876,0.044092,0.041473,0.041681,0.041207,0.038637,0.038729,0.040369,0.039034,0.039959
73,0.067299,0.074090,0.067341,0.067419,0.068558,0.067221,0.069078,0.069110,0.061680,0.072599,0.066715,0.074313,0.073148,0.079146,0.064960,0.070621,0.065712,0.070160,0.067846,0.069349,0.072196,0.069157,0.075214,0.066496,0.067082,0.066465,0.066343,0.071008,0.068534,0.066849,0.070129,0.064328,0.068269,0.068668,0.064131,0.071361,0.062953,0.066115,0.065439,0.062592,0.060255,0.062391,0.059226,0.056659,0.056789,0.055763,0.053465,0.051957,0.050715,0.050959,0.048969,0.048847,0.047091,0.044895,0.045366,0.044250,0.041601,0.043249,0.041298,0.042769,0.041042
74,0.076089,0.076225,0.073527,0.073961,0.077054,0.067925,0.076167,0.074399,0.073233,0.074214,0.074667,0.077805,0.077793,0.086378,0.073864,0.077990,0.075075,0.075171,0.074517,0.075747,0.078115,0.076158,0.076858,0.076962,0.073088,0.073931,0.074951,0.077545,0.075781,0.074069,0.071683,0.075062,0.070263,0.074739,0.069682,0.069428,0.076905,0.068280,0.070392,0.069087,0.065497,0.067117,0.065037,0.061339,0.062007,0.059395,0.059116,0.056380,0.053464,0.054676,0.052787,0.052675,0.051046,0.049657,0.048254,0.048517,0.046964,0.046554,0.044443,0.042717,0.047120
75,0.080144,0.090061,0.078684,0.081352,0.086253,0.079314,0.078672,0.079405,0.080524,0.082425,0.076003,0.089261,0.084610,0.095634,0.080530,0.083289,0.080915,0.086991,0.081180,0.085794,0.084538,0.083355,0.085105,0.078830,0.080087,0.079486,0.083568,0.085180,0.083890,0.084016,0.078955,0.078234,0.084625,0.077879,0.078492,0.076910,0.076313,0.082820,0.072526,0.074268,0.072603,0.071458,0.070033,0.068471,0.066022,0.064891,0.063053,0.061717,0.061344,0.059880,0.057567,0.057303,0.054883,0.052657,0.053203,0.052710,0.048924,0.050857,0.048531,0.049342,0.048186
76,0.093531,0.096096,0.087495,0.088629,0.092413,0.090924,0.088818,0.083856,0.084067,0.092963,0.087440,0.089811,0.097105,0.100950,0.087251,0.091625,0.088118,0.091936,0.091196,0.087476,0.094509,0.089989,0.096963,0.086375,0.085552,0.093063,0.090906,0.093911,0.090742,0.089600,0.086780,0.085360,0.087419,0.092285,0.081546,0.083594,0.080793,0.081236,0.091035,0.076510,0.079030,0.079537,0.075924,0.073600,0.070717,0.071837,0.067173,0.067271,0.066979,0.064065,0.063211,0.060947,0.060215,0.057790,0.058350,0.055740,0.054382,0.054249,0.053390,0.051623,0.055189
77,0.091106,0.108894,0.092699,0.101108,0.097888,0.094984,0.100688,0.090379,0.090580,0.098304,0.096788,0.101617,0.096761,0.117618,0.095044,0.100310,0.097320,0.100331,0.104350,0.099528,0.100184,0.098921,0.106309,0.096992,0.094582,0.096782,0.097526,0.100652,0.097908,0.099998,0.093993,0.096835,0.094465,0.098074,0.095161,0.090739,0.089637,0.087517,0.088701,0.096546,0.081952,0.086234,0.080084,0.080500,0.076531,0.077193,0.072501,0.072259,0.071280,0.070496,0.068773,0.068092,0.065954,0.063134,0.062515,0.062846,0.059062,0.059488,0.059001,0.058161,0.058165
78,0.110732,0.124000,0.109182,0.106024,0.115349,0.100429,0.107162,0.104568,0.102317,0.097356,0.100106,0.107636,0.110897,0.113034,0.107298,0.106481,0.104291,0.110861,0.110377,0.108385,0.115860,0.106457,0.116674,0.100536,0.105612,0.106681,0.105480,0.117126,0.108309,0.107077,0.104002,0.102582,0.104499,0.105374,0.101318,0.106199,0.094547,0.099142,0.097073,0.093145,0.101007,0.091218,0.090997,0.089936,0.086676,0.084607,0.082132,0.078718,0.075591,0.076191,0.075082,0.074664,0.070791,0.068012,0.067851,0.066679,0.063806,0.065064,0.060171,0.062997,0.062975
79,0.122574,0.113952,0.110772,0.119411,0.123409,0.110989,0.117089,0.115852,0.113739,0.113289,0.102858,0.113992,0.122784,0.133487,0.106773,0.122871,0.114314,0.123508,0.119805,0.122001,0.119788,0.118738,0.123138,0.117645,0.110913,0.116402,0.114077,0.121398,0.119891,0.117138,0.115568,0.112680,0.111920,0.116196,0.109585,0.110934,0.112438,0.102388,0.108413,0.101857,0.101242,0.113353,0.099816,0.097946,0.094184,0.095576,0.087611,0.088932,0.082662,0.081707,0.080539,0.080777,0.078842,0.074920,0.074381,0.073724,0.069880,0.070443,0.068077,0.069459,0.069280
80,0.130599,0.138850,0.127856,0.122636,0.136506,0.132694,0.134974,0.122315,0.122016,0.130704,0.127691,0.128162,0.127914,0.138496,0.120068,0.118901,0.126575,0.124933,0.126028,0.129705,0.133042,0.128968,0.138609,0.124777,0.126423,0.128605,0.130774,0.137199,0.130737,0.133151,0.124300,0.122393,0.124635,0.125741,0.124571,0.124313,0.118200,0.123217,0.109849,0.115371,0.107799,0.106499,0.112588,0.098297,0.100114,0.100537,0.096065,0.093551,0.092488,0.089654,0.089660,0.088098,0.084919,0.082132,0.081793,0.078086,0.077161,0.077834,0.076128,0.074673,0.075709
81,0.134353,0.154509,0.132423,0.139407,0.143365,0.137683,0.137910,0.131577,0.128131,0.144310,0.134175,0.142354,0.135434,0.150900,0.128930,0.137393,0.125027,0.143021,0.134963,0.137328,0.141785,0.137585,0.144080,0.136156,0.134321,0.136922,0.141679,0.151511,0.144345,0.139187,0.139718,0.134845,0.138087,0.139222,0.131825,0.133827,0.130097,0.122367,0.136103,0.117506,0.114928,0.116211,0.106957,0.118133,0.106491,0.105955,0.106201,0.102975,0.100480,0.101900,0.095235,0.097762,0.092069,0.091670,0.088825,0.088843,0.082373,0.086371,0.082461,0.083491,0.082800
82,0.156063,0.158917,0.149807,0.149061,0.170415,0.144988,0.152266,0.158268,0.144165,0.155090,0.137722,0.152497,0.148763,0.158979,0.138604,0.148185,0.137503,0.146048,0.146234,0.149184,0.157836,0.146832,0.160404,0.143170,0.146720,0.147611,0.155766,0.160362,0.155604,0.152378,0.144221,0.150289,0.144869,0.153004,0.143874,0.147811,0.143695,0.139814,0.138739,0.139412,0.125176,0.133334,0.118831,0.115026,0.127486,0.116486,0.116117,0.112278,0.110453,0.107039,0.109965,0.106649,0.099057,0.097075,0.100217,0.098471,0.092850,0.093152,0.087572,0.091536,0.090622
83,0.168760,0.184636,0.170896,0.158126,0.178274,0.165236,0.155352,0.159056,0.155865,0.169478,0.151779,0.172935,0.157311,0.180130,0.154121,0.156659,0.156931,0.153336,0.162470,0.161626,0.164652,0.159353,0.175911,0.152393,0.156464,0.160968,0.167743,0.180481,0.168821,0.166985,0.157238,0.160441,0.169723,0.165058,0.157787,0.158255,0.151490,0.154422,0.148687,0.147402,0.144099,0.135463,0.140633,0.131584,0.121651,0.138924,0.124943,0.127776,0.118856,0.120025,0.116976,0.118538,0.112670,0.105991,0.108113,0.106837,0.100072,0.101947,0.097496,0.101012,0.100010
84,0.178831,0.194779,0.178322,0.172223,0.191293,0.173759,0.183707,0.166279,0.174549,0.175407,0.174713,0.186478,0.186849,0.187823,0.171090,0.175733,0.165214,0.171992,0.179654,0.167676,0.179520,0.173952,0.193641,0.170576,0.176720,0.169765,0.177951,0.190177,0.183698,0.182448,0.176214,0.178407,0.175614,0.180295,0.175018,0.173857,0.170232,0.165542,0.166046,0.158616,0.152148,0.161115,0.142475,0.140226,0.139071,0.139434,0.145154,0.129891,0.133993,0.132731,0.130353,0.131265,0.121174,0.117553,0.113571,0.112217,0.111892,0.117136,0.108762,0.111937,0.111451
