Age,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
85,0.198095,0.235537,0.186643,0.198480,0.209447,0.183164,0.194231,0.194842,0.172515,0.202547,0.189586,0.189731,0.190068,0.207242,0.188696,0.189006,0.179304,0.185619,0.196198,0.186413,0.192215,0.199837,0.193597,0.191157,0.175946,0.186711,0.194049,0.201910,0.200271,0.197533,0.188171,0.191196,0.190550,0.196695,0.195006,0.190534,0.178601,0.174596,0.179919,0.170597,0.165967,0.167088,0.166637,0.147754,0.151405,0.159290,0.146112,0.158167,0.144314,0.143075,0.145269,0.141984,0.134757,0.130289,0.126748,0.126203,0.119668,0.123757,0.116267,0.121880,0.119607
86,0.205889,0.225117,0.212210,0.197353,0.235255,0.199349,0.219893,0.203327,0.196359,0.201274,0.189595,0.218150,0.206339,0.208096,0.210700,0.195745,0.212950,0.206932,0.208107,0.193810,0.207840,0.212412,0.216182,0.200167,0.198400,0.203264,0.205928,0.231239,0.219277,0.208578,0.206915,0.202772,0.202132,0.213076,0.194717,0.201382,0.198194,0.193730,0.199226,0.188517,0.182576,0.192646,0.171203,0.182679,0.166301,0.174087,0.159946,0.150517,0.168346,0.153503,0.160822,0.157447,0.148043,0.141655,0.145945,0.140861,0.132823,0.136614,0.129628,0.134138,0.135965
87,0.239929,0.243656,0.217330,0.227665,0.242229,0.226241,0.233137,0.234154,0.218270,0.232852,0.203451,0.226926,0.234486,0.229658,0.230191,0.222592,0.210114,0.236779,0.222251,0.223792,0.219164,0.225515,0.227358,0.219050,0.203976,0.224557,0.233695,0.233761,0.229345,0.229563,0.214328,0.227675,0.219194,0.225438,0.214650,0.230092,0.225584,0.207534,0.220073,0.207337,0.196322,0.208759,0.188999,0.188328,0.192098,0.182154,0.175869,0.175216,0.157640,0.190539,0.168857,0.182851,0.167055,0.163416,0.162027,0.157117,0.147052,0.149204,0.144553,0.154271,0.148133
88,0.238920,0.277201,0.228963,0.221694,0.277002,0.229920,0.238202,0.232861,0.237974,0.246281,0.227754,0.250993,0.252951,0.252344,0.228185,0.231173,0.247337,0.254913,0.241216,0.233489,0.250178,0.237035,0.248337,0.218957,0.227160,0.238745,0.246706,0.261925,0.258018,0.245840,0.245301,0.235529,0.241879,0.235935,0.236486,0.246836,0.226841,0.232970,0.224248,0.222790,0.214052,0.218076,0.212973,0.207873,0.202353,0.213186,0.181330,0.199897,0.182623,0.180808,0.198011,0.188691,0.183289,0.182623,0.173429,0.171373,0.161695,0.170126,0.155791,0.163787,0.166354
89,0.282206,0.308497,0.255250,0.261780,0.266822,0.250215,0.287010,0.247364,0.247693,0.261750,0.260888,0.264823,0.271126,0.276843,0.259977,0.262024,0.229076,0.268293,0.261564,0.253499,0.262748,0.244714,0.272782,0.240044,0.231641,0.260459,0.277413,0.285964,0.264612,0.278600,0.253975,0.255496,0.257151,0.269065,0.263040,0.268044,0.259714,0.255359,0.240848,0.235680,0.230850,0.246612,0.227741,0.225520,0.220856,0.222057,0.223514,0.213699,0.204390,0.205198,0.185854,0.221302,0.193194,0.189990,0.198231,0.189640,0.177110,0.186382,0.176310,0.177519,0.176963
90,0.256917,0.309266,0.259664,0.247916,0.304364,0.269555,0.276286,0.294324,0.266228,0.277284,0.295010,0.276206,0.325421,0.300619,0.259800,0.288807,0.277408,0.277469,0.278241,0.274648,0.284357,0.253287,0.283965,0.270599,0.245179,0.254369,0.271678,0.296386,0.292295,0.284614,0.279051,0.273578,0.277605,0.291839,0.283573,0.280930,0.280665,0.273072,0.270178,0.261946,0.269394,0.243258,0.241597,0.240385,0.247726,0.238123,0.239824,0.233256,0.215624,0.217535,0.226085,0.209874,0.229984,0.205270,0.229379,0.209864,0.194600,0.200742,0.184921,0.189630,0.190510
91,0.317514,0.351565,0.317663,0.284222,0.301461,0.276510,0.255965,0.312490,0.292056,0.316171,0.286177,0.321419,0.318971,0.310150,0.246629,0.312995,0.292742,0.294757,0.292353,0.301886,0.305632,0.264631,0.281723,0.272692,0.274967,0.270231,0.311445,0.333130,0.302783,0.308130,0.285614,0.303357,0.284136,0.317349,0.293838,0.311176,0.296860,0.302349,0.299653,0.275407,0.269214,0.270244,0.256652,0.246599,0.256466,0.269443,0.247281,0.260005,0.253812,0.242797,0.257200,0.233306,0.232995,0.241415,0.224902,0.242099,0.212831,0.225394,0.213802,0.217118,0.205588
92,0.337180,0.376175,0.306695,0.347013,0.331646,0.315870,0.296702,0.285349,0.303918,0.339671,0.308391,0.324912,0.294681,0.305941,0.312000,0.318784,0.327398,0.296020,0.314333,0.301749,0.306755,0.276314,0.334147,0.284110,0.264126,0.304826,0.312695,0.325769,0.314223,0.314103,0.311463,0.319212,0.310243,0.345010,0.325294,0.313224,0.337244,0.318836,0.345079,0.301768,0.282690,0.286781,0.286572,0.284302,0.271294,0.281345,0.277304,0.275347,0.259874,0.278823,0.254494,0.275709,0.284542,0.236672,0.261895,0.250161,0.239512,0.242372,0.239386,0.223115,0.239607
93,0.370070,0.369883,0.330950,0.318844,0.381866,0.294195,0.310103,0.308644,0.308237,0.350233,0.318572,0.334722,0.319425,0.344046,0.354606,0.364520,0.299654,0.328142,0.350728,0.349478,0.360213,0.277873,0.345620,0.302513,0.285694,0.306463,0.337517,0.349578,0.349818,0.349193,0.331651,0.348014,0.342083,0.351429,0.320462,0.339826,0.343114,0.358769,0.343614,0.322708,0.322733,0.321822,0.301600,0.319415,0.293375,0.313049,0.307878,0.304163,0.292375,0.281985,0.304563,0.309911,0.293532,0.265538,0.254605,0.305888,0.263576,0.284713,0.261838,0.267129,0.258197
94,0.368916,0.374842,0.363507,0.465086,0.391000,0.377525,0.427808,0.380537,0.292332,0.379290,0.365675,0.365207,0.341525,0.346657,0.408600,0.384735,0.313957,0.383552,0.372789,0.357475,0.339173,0.273729,0.400516,0.308477,0.284703,0.315890,0.345094,0.338697,0.364749,0.366289,0.338675,0.330904,0.417144,0.365066,0.379061,0.346102,0.384845,0.349912,0.405110,0.358782,0.344725,0.338218,0.307575,0.336452,0.313962,0.337448,0.320827,0.298631,0.316204,0.317640,0.314135,0.357446,0.299493,0.296221,0.314054,0.276428,0.319110,0.303689,0.266601,0.300645,0.291124
95,0.389569,0.328839,0.327623,0.405253,0.478287,0.410203,0.396659,0.321734,0.259511,0.402041,0.371315,0.359684,0.363911,0.427241,0.368063,0.319744,0.321326,0.376644,0.379652,0.384751,0.407075,0.278300,0.381775,0.387355,0.289622,0.351261,0.372055,0.367544,0.379450,0.361558,0.346346,0.358737,0.314981,0.365142,0.390857,0.425947,0.395838,0.402528,0.354132,0.402974,0.348952,0.364268,0.367826,0.368066,0.330544,0.350928,0.351180,0.330405,0.337086,0.341252,0.355757,0.357280,0.363273,0.333935,0.341977,0.320485,0.281665,0.351057,0.306459,0.312554,0.306554
96,0.451989,0.463286,0.491391,0.318676,0.480436,0.411859,0.447746,0.382178,0.370822,0.412383,0.446549,0.392342,0.319882,0.429099,0.356126,0.433196,0.426657,0.350053,0.421508,0.396879,0.398747,0.299920,0.395366,0.315149,0.439610,0.313044,0.431589,0.408325,0.388624,0.368156,0.363733,0.385728,0.347886,0.360205,0.432808,0.408048,0.408438,0.374788,0.412938,0.348485,0.399288,0.359922,0.384106,0.394092,0.336159,0.366267,0.368421,0.364620,0.359442,0.358452,0.382124,0.367068,0.367995,0.375074,0.351507,0.386905,0.333075,0.332684,0.367510,0.331595,0.341184
97,0.239669,0.271887,0.503265,0.380656,0.518419,0.419943,0.374513,0.425872,0.349102,0.320226,0.242411,0.303972,0.413245,0.388955,0.320930,0.380836,0.315079,0.355661,0.466489,0.396483,0.491340,0.303045,0.301754,0.436580,0.358802,0.332821,0.445333,0.375381,0.410770,0.382536,0.317787,0.408667,0.446426,0.361469,0.359093,0.533935,0.489785,0.408170,0.537814,0.415596,0.424607,0.402077,0.375119,0.393501,0.404870,0.418401,0.374225,0.408636,0.389188,0.341976,0.385420,0.445140,0.374195,0.351343,0.480704,0.361071,0.396725,0.378596,0.325438,0.394215,0.347424
98,0.468952,0.332057,0.441000,0.208696,0.238521,0.405934,0.260292,0.343826,0.386486,0.364337,0.271054,0.474041,0.207469,0.354262,0.267723,0.346456,0.383994,0.371106,0.446819,0.408090,0.503516,0.278564,0.439403,0.412408,0.362604,0.470690,0.316865,0.377037,0.391586,0.324592,0.294626,0.304146,0.328515,0.389864,0.372980,0.307208,0.280524,0.344111,0.461703,0.456104,0.383653,0.419789,0.423387,0.402180,0.424735,0.396224,0.424126,0.419783,0.353874,0.414256,0.398372,0.375444,0.381456,0.433224,0.392767,0.397726,0.444015,0.456260,0.353404,0.365532,0.403884
99,0.901249,0.745609,0.698767,0.538993,1.098967,0.560532,0.598042,0.383436,0.287891,0.447427,0.481774,0.476985,0.327085,0.502076,0.452477,0.467484,0.409163,0.340228,0.416914,0.382966,0.296736,0.279308,0.288233,0.343600,0.382065,0.343180,0.252750,0.381061,0.356914,0.331251,0.310888,0.413162,0.364137,0.406125,0.315071,0.394230,0.398767,0.401463,0.571206,0.554179,0.363573,0.455093,0.342950,0.487866,0.364816,0.448923,0.456618,0.410520,0.384125,0.437659,0.481073,0.459523,0.467710,0.469692,0.427989,0.411752,0.444190,0.361957,0.378118,0.393398,0.370634
100,0.989877,0.440502,0.349486,0.432740,0.457033,0.576055,0.601496,0.364644,0.450808,0.569381,0.196183,0.353513,0.498934,0.594168,0.409816,0.396805,0.439532,0.551083,0.430689,0.465027,0.722427,0.283033,0.436525,0.466661,0.461047,0.348775,0.494765,0.465366,0.406653,0.458697,0.361883,0.435152,0.464226,0.533149,0.564646,0.620413,1.560584,0.325426,0.451524,0.366690,0.437501,0.526743,0.375940,0.371014,0.386321,0.383232,0.378090,0.383834,0.331481,0.466704,0.292472,0.416873,0.388031,0.428825,0.482265,0.435655,0.452581,0.449332,0.364960,0.468510,0.373593
101,1.422222,0.580278,0.380874,0.458911,0.515636,0.637665,0.697674,0.375638,0.466804,0.616409,0.185374,0.359433,0.522685,0.662793,0.417238,0.402766,0.467983,0.592906,0.453867,0.482713,0.805216,0.268884,0.445984,0.497130,0.500397,0.360559,0.526077,0.484592,0.414214,0.477793,0.361496,0.458747,0.502979,0.508038,0.586337,0.605533,0.157475,0.334096,0.415139,0.440750,0.496912,0.563341,0.559334,0.402368,0.338756,0.456155,0.427587,0.455639,0.374994,0.505402,0.541013,0.461850,0.460293,0.441876,0.499899,0.491701,0.439184,0.543063,0.485534,0.424945,0.397235
102,2.086505,1.485893,0.601367,0.515171,0.582183,0.777285,0.809899,0.425316,0.508772,0.659009,0.183086,0.374884,0.545022,0.740619,0.438443,0.403659,0.486141,0.652321,0.482839,0.500732,0.900209,0.260408,0.459029,0.531899,0.547991,0.373923,0.558568,0.520159,0.421046,0.491483,0.364528,0.469757,0.536437,0.555256,0.511885,0.620345,0.161057,0.491782,0.439842,0.447628,0.498073,0.381967,0.398623,0.468103,0.464070,0.329048,0.532247,0.504779,0.407851,0.364069,0.444057,0.410213,0.486398,0.420086,0.569156,0.422712,0.394760,0.392913,0.480895,0.529408,0.506339
103,2.535849,.,0.000000,1.006623,0.708383,1.033914,1.213873,0.493421,0.639309,0.782347,0.173817,0.410015,0.597292,0.834447,0.483597,0.424947,0.494555,0.694394,0.522709,0.541231,1.021195,0.270942,0.475848,0.578635,0.608754,0.389907,0.601130,0.561860,0.450264,0.505889,0.359465,0.489028,0.545272,0.591313,0.564879,0.468150,0.161421,0.457073,0.871493,0.096572,0.208247,0.506329,0.283934,0.607236,0.170406,0.327641,0.294354,0.357551,0.259416,0.609989,0.587731,0.440929,0.520743,0.301479,0.428332,0.469625,0.437451,0.566804,0.436034,0.552109,0.464871
104,6.000000,.,.,.,1.375000,1.630872,3.000000,0.545455,0.873662,1.324955,0.000000,0.423393,0.712175,1.050328,0.529134,0.482537,0.551463,0.704929,0.544444,0.619117,1.274336,0.290576,0.513004,0.643112,0.704786,0.420784,0.661754,0.622510,0.487718,0.566699,0.354223,0.494226,0.570164,0.580162,0.595209,0.527859,0.177497,0.359238,0.498132,0.150357,0.395257,0.374766,0.278422,0.462784,0.503004,0.621026,0.547599,0.533443,0.433620,0.359616,0.485044,0.577735,0.607244,0.557225,0.584877,0.385003,0.448983,0.689380,0.705577,0.505237,0.371348
105,.,.,.,.,.,.,6.000000,.,1.348315,4.275000,0.000000,0.500515,0.771355,1.711765,0.758523,0.544474,0.704433,0.877847,0.553724,0.649421,1.938559,0.221709,0.577627,0.773252,0.860853,0.487327,0.766734,0.726585,0.554855,0.656728,0.398987,0.499768,0.568794,0.598091,0.542636,0.552459,0.257124,0.314095,0.465044,0.716133,0.105615,0.213624,0.303567,0.123330,0.316957,0.281889,0.519781,0.421348,0.481541,0.486280,0.611247,0.288913,0.404449,0.382995,0.420868,0.470847,0.355082,0.731819,0.769372,0.331236,0.469524
106,.,.,.,.,.,.,.,.,.,.,.,0.000000,0.971098,2.385093,6.000000,0.629508,0.918033,1.503356,0.702703,0.620930,2.596577,0.000000,0.830258,1.048458,1.326829,0.647773,1.051251,0.959716,0.700772,0.842193,0.479327,0.630079,0.567471,0.565090,0.540057,0.449171,0.000000,0.519181,0.242866,0.444335,0.396432,0.441068,0.663472,0.733795,0.692641,0.280439,0.168681,1.082381,0.440852,0.651938,0.595593,0.294310,0.653713,0.599880,0.887386,0.936768,0.653684,0.239425,0.578964,0.309385,0.270392
107,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,4.285714,.,.,1.459459,4.212766,0.000000,0.506812,2.328358,.,0.000000,2.096774,4.245283,0.000000,1.680000,2.444444,1.297872,1.438144,0.734694,0.918033,0.857143,0.533058,0.460563,0.428243,0.000000,0.000000,0.243210,0.000000,0.393314,0.000000,0.431499,0.440205,0.239425,0.766773,0.000000,0.420021,0.000000,0.394218,0.000000,0.339271,0.417053,0.412797,0.000000,0.211790,0.936037,0.506009,0.314795,0.814848,0.149328
108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,4.325581,.,.,.,.,.,6.000000,.,.,6.000000,0.000000,2.073298,2.335135,1.172012,0.224599,0.177551,0.000000,0.688073,0.579430,0.276880,0.185128,0.255211,0.368777,0.000000,0.257954,0.299103,0.000000,0.275356,0.291687,0.000000,0.226929,1.238646,0.513479,0.000000,0.520156,0.285578,0.734844,0.797342,0.881057,0.229183,0.397614
109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,0.000000,0.000000,1.566580,0.000000,0.875274,0.359928,0.227187,0.726832,0.452148,0.356930,0.000000,0.000000,0.474308,0.379987,0.442152,0.000000,0.000000,0.000000,0.733048,1.485149,0.000000,0.461184,0.000000,2.236025,0.933126,0.846262
110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,0.000000,2.255639,0.000000,1.967213,1.195219,1.030043,1.119403,0.000000,0.211416,2.052863,1.188060,0.977887,1.027397,2.611534,1.310044,3.217158,0.000000,0.948617,1.973684,2.124555,0.000000,0.392157,2.529968,0.000000,1.534527
